"Date","Price","Open","High","Low","Change %"
"May 28, 2019","6.9101","6.8983","6.9158","6.8983","0.18%"
"May 27, 2019","6.8979","6.8990","6.8994","6.8804","-0.03%"
"May 24, 2019","6.9002","6.9085","6.9149","6.8967","-0.15%"
"May 23, 2019","6.9105","6.9057","6.9211","6.9057","0.06%"
"May 22, 2019","6.9064","6.9008","6.9159","6.8962","0.06%"
"May 21, 2019","6.9023","6.9114","6.9179","6.8972","-0.14%"
"May 20, 2019","6.9123","6.9007","6.9174","6.9000","-0.09%"
"May 17, 2019","6.9187","6.8822","6.9187","6.8822","0.51%"
"May 16, 2019","6.8838","6.8747","6.8861","6.8731","0.11%"
"May 15, 2019","6.8761","6.8754","6.8812","6.8640","0.00%"
"May 14, 2019","6.8760","6.8776","6.8888","6.8642","-0.03%"
"May 13, 2019","6.8784","6.8240","6.8824","6.8240","0.80%"
"May 10, 2019","6.8240","6.8269","6.8278","6.7951","-0.05%"
"May 09, 2019","6.8274","6.7823","6.8307","6.7823","0.66%"
"May 08, 2019","6.7828","6.7759","6.7850","6.7656","0.09%"
"May 07, 2019","6.7769","6.7639","6.7810","6.7563","0.18%"
"May 06, 2019","6.7645","6.7379","6.8010","6.7379","0.44%"
"May 03, 2019","6.7346","6.7345","6.7346","6.7325","0.00%"
"May 02, 2019","6.7346","6.7348","6.7348","6.7325","-0.00%"
"May 01, 2019","6.7349","6.7369","6.7369","6.7349","0.00%"
"Apr 30, 2019","6.7349","6.7328","6.7418","6.7311","0.02%"
"Apr 29, 2019","6.7336","6.7292","6.7364","6.7265","0.06%"
"Apr 26, 2019","6.7298","6.7436","6.7436","6.7263","-0.20%"
"Apr 25, 2019","6.7431","6.7222","6.7496","6.7222","0.32%"
"Apr 24, 2019","6.7219","6.7251","6.7259","6.7145","-0.06%"
"Apr 23, 2019","6.7259","6.7114","6.7276","6.7084","0.21%"
"Apr 22, 2019","6.7120","6.7036","6.7149","6.7023","0.12%"
"Apr 19, 2019","6.7042","6.7063","6.7074","6.7001","-0.07%"
"Apr 18, 2019","6.7091","6.6871","6.7095","6.6845","0.31%"
"Apr 17, 2019","6.6882","6.7108","6.7116","6.6841","-0.36%"
"Apr 16, 2019","6.7122","6.7081","6.7134","6.7054","0.05%"
"Apr 15, 2019","6.7086","6.7043","6.7110","6.7036","0.06%"
"Apr 12, 2019","6.7044","6.7194","6.7235","6.6989","-0.22%"
"Apr 11, 2019","6.7194","6.7132","6.7197","6.7103","0.05%"
"Apr 10, 2019","6.7160","6.7176","6.7188","6.7099","0.06%"
"Apr 09, 2019","6.7119","6.7127","6.7195","6.7079","-0.07%"
"Apr 08, 2019","6.7164","6.7144","6.7218","6.7110","-0.04%"
"Apr 05, 2019","6.7190","6.7190","6.7190","6.7190","0.02%"
"Apr 04, 2019","6.7174","6.7073","6.7207","6.7065","0.09%"
"Apr 03, 2019","6.7114","6.7229","6.7229","6.7050","-0.18%"
"Apr 02, 2019","6.7233","6.7176","6.7252","6.7149","0.18%"
"Apr 01, 2019","6.7115","6.7125","6.7144","6.7003","-0.01%"
"Mar 29, 2019","6.7120","6.7336","6.7364","6.7066","-0.40%"
"Mar 28, 2019","6.7390","6.7267","6.7408","6.7207","0.18%"
"Mar 27, 2019","6.7271","6.7130","6.7278","6.7111","0.17%"
"Mar 26, 2019","6.7157","6.7071","6.7167","6.7026","0.09%"
"Mar 25, 2019","6.7094","6.7211","6.7214","6.7053","-0.13%"
"Mar 22, 2019","6.7181","6.7028","6.7183","6.6974","0.28%"
"Mar 21, 2019","6.6993","6.6806","6.7001","6.6726","0.07%"
"Mar 20, 2019","6.6946","6.7187","6.7198","6.6941","-0.26%"
"Mar 19, 2019","6.7119","6.7145","6.7211","6.7095","-0.02%"
"Mar 18, 2019","6.7130","6.7138","6.7180","6.7081","-0.01%"
"Mar 15, 2019","6.7138","6.7222","6.7302","6.7069","-0.14%"
"Mar 14, 2019","6.7230","6.7077","6.7299","6.7031","0.24%"
"Mar 13, 2019","6.7071","6.7053","6.7123","6.7026","-0.02%"
"Mar 12, 2019","6.7085","6.7241","6.7241","6.7038","-0.27%"
"Mar 11, 2019","6.7265","6.7244","6.7315","6.7224","0.07%"
"Mar 08, 2019","6.7216","6.7268","6.7278","6.7173","0.10%"
"Mar 07, 2019","6.7149","6.7082","6.7150","6.7034","0.04%"
"Mar 06, 2019","6.7119","6.7064","6.7201","6.7032","0.06%"
"Mar 05, 2019","6.7076","6.7077","6.7085","6.6970","0.00%"
"Mar 04, 2019","6.7073","6.7086","6.7086","6.6868","0.01%"
"Mar 01, 2019","6.7064","6.6943","6.7112","6.6942","0.18%"
"Feb 28, 2019","6.6941","6.6876","6.6943","6.6790","0.10%"
"Feb 27, 2019","6.6872","6.6937","6.6984","6.6783","-0.19%"
"Feb 26, 2019","6.7002","6.6893","6.7066","6.6893","0.16%"
"Feb 25, 2019","6.6894","6.7167","6.7167","6.6768","-0.37%"
"Feb 22, 2019","6.7142","6.7314","6.7368","6.7114","-0.08%"
"Feb 21, 2019","6.7198","6.7199","6.7263","6.6887","-0.02%"
"Feb 20, 2019","6.7213","6.7374","6.7415","6.7139","-0.55%"
"Feb 19, 2019","6.7587","6.7729","6.7825","6.7564","-0.12%"
"Feb 18, 2019","6.7667","6.7725","6.7725","6.7526","-0.09%"
"Feb 15, 2019","6.7730","6.7757","6.7864","6.7684","0.01%"
"Feb 14, 2019","6.7721","6.7676","6.7779","6.7583","0.17%"
"Feb 13, 2019","6.7604","6.7584","6.7665","6.7506","-0.20%"
"Feb 12, 2019","6.7740","6.7912","6.7956","6.7661","-0.27%"
"Feb 11, 2019","6.7923","6.7435","6.7939","6.7435","0.70%"
"Feb 08, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 07, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 06, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 05, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 04, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 01, 2019","6.7448","6.7005","6.7448","6.7005","0.66%"
"Jan 31, 2019","6.7008","6.6996","6.7160","6.6955","-0.23%"
"Jan 30, 2019","6.7165","6.7354","6.7354","6.7081","-0.24%"
"Jan 29, 2019","6.7329","6.7467","6.7554","6.7300","-0.18%"
"Jan 28, 2019","6.7453","6.7415","6.7459","6.7215","-0.03%"
"Jan 25, 2019","6.7473","6.7919","6.7930","6.7472","-0.61%"
"Jan 24, 2019","6.7885","6.7821","6.8013","6.7793","-0.05%"
"Jan 23, 2019","6.7920","6.8050","6.8058","6.7782","-0.24%"
"Jan 22, 2019","6.8080","6.7912","6.8112","6.7912","0.15%"
"Jan 21, 2019","6.7980","6.7966","6.8019","6.7866","0.28%"
"Jan 18, 2019","6.7790","6.7721","6.7831","6.7693","0.04%"
"Jan 17, 2019","6.7764","6.7465","6.7797","6.7465","0.29%"
"Jan 16, 2019","6.7568","6.7729","6.7824","6.7550","-0.06%"
"Jan 15, 2019","6.7610","6.7465","6.7613","6.7392","-0.10%"
"Jan 14, 2019","6.7680","6.7434","6.7714","6.7350","0.07%"
"Jan 11, 2019","6.7630","6.7933","6.7934","6.7394","-0.38%"
"Jan 10, 2019","6.7885","6.8173","6.8235","6.7733","-0.41%"
"Jan 09, 2019","6.8165","6.8485","6.8485","6.8165","-0.54%"
"Jan 08, 2019","6.8532","6.8443","6.8623","6.8438","0.03%"
"Jan 07, 2019","6.8510","6.8507","6.8531","6.8440","-0.26%"
"Jan 04, 2019","6.8692","6.8687","6.8737","6.8639","-0.04%"
"Jan 03, 2019","6.8720","6.8639","6.8839","6.8639","0.15%"
"Jan 02, 2019","6.8620","6.8631","6.8694","6.8506","-0.24%"
"Jan 01, 2019","6.8785","6.8785","6.8785","6.8785","0.00%"
"Dec 31, 2018","6.8785","6.8785","6.8785","6.8785","0.00%"
"Dec 28, 2018","6.8785","6.8648","6.8785","6.8500","0.18%"
"Dec 27, 2018","6.8663","6.8899","6.8964","6.8635","-0.28%"
"Dec 26, 2018","6.8854","6.8873","6.8919","6.8761","-0.03%"
"Dec 25, 2018","6.8872","6.8961","6.8979","6.8765","-0.17%"
"Dec 24, 2018","6.8991","6.9078","6.9131","6.8949","-0.11%"
"Dec 21, 2018","6.9065","6.8818","6.9078","6.8818","0.31%"
"Dec 20, 2018","6.8851","6.9050","6.9150","6.8836","-0.10%"
"Dec 19, 2018","6.8922","6.8908","6.8983","6.8873","-0.04%"
"Dec 18, 2018","6.8951","6.8917","6.9017","6.8882","-0.03%"
"Dec 17, 2018","6.8972","6.9009","6.9035","6.8927","-0.15%"
"Dec 14, 2018","6.9077","6.8883","6.9078","6.8869","0.38%"
"Dec 13, 2018","6.8816","6.8776","6.8837","6.8641","0.02%"
"Dec 12, 2018","6.8800","6.8849","6.8951","6.8769","-0.29%"
"Dec 11, 2018","6.9000","6.9185","6.9185","6.8950","-0.17%"
"Dec 10, 2018","6.9117","6.8918","6.9181","6.8861","0.52%"
"Dec 07, 2018","6.8757","6.8800","6.8919","6.8682","-0.10%"
"Dec 06, 2018","6.8827","6.8559","6.8970","6.8559","0.38%"
"Dec 05, 2018","6.8567","6.8518","6.8712","6.8458","0.28%"
"Dec 04, 2018","6.8373","6.8835","6.8915","6.8338","-0.66%"
"Dec 03, 2018","6.8830","6.9275","6.9367","6.8830","-1.11%"
"Nov 30, 2018","6.9605","6.9496","6.9605","6.9449","0.26%"
"Nov 29, 2018","6.9425","6.9437","6.9477","6.9353","-0.16%"
"Nov 28, 2018","6.9539","6.9499","6.9574","6.9499","0.03%"
"Nov 27, 2018","6.9515","6.9491","6.9552","6.9446","0.15%"
"Nov 26, 2018","6.9408","6.9466","6.9481","6.9341","-0.11%"
"Nov 23, 2018","6.9485","6.9328","6.9496","6.9320","0.24%"
"Nov 22, 2018","6.9319","6.9317","6.9389","6.9230","0.07%"
"Nov 21, 2018","6.9270","6.9435","6.9519","6.9270","-0.26%"
"Nov 20, 2018","6.9452","6.9439","6.9469","6.9367","0.05%"
"Nov 19, 2018","6.9420","6.9348","6.9472","6.9347","0.06%"
"Nov 16, 2018","6.9380","6.9392","6.9518","6.9297","-0.02%"
"Nov 15, 2018","6.9393","6.9428","6.9473","6.9329","-0.16%"
"Nov 14, 2018","6.9505","6.9491","6.9551","6.9463","-0.08%"
"Nov 13, 2018","6.9560","6.9657","6.9710","6.9496","-0.11%"
"Nov 12, 2018","6.9635","6.9519","6.9704","6.9490","0.10%"
"Nov 09, 2018","6.9568","6.9399","6.9568","6.9399","0.32%"
"Nov 08, 2018","6.9345","6.9254","6.9394","6.9254","0.21%"
"Nov 07, 2018","6.9200","6.9256","6.9435","6.9145","0.01%"
"Nov 06, 2018","6.9195","6.9268","6.9307","6.9136","-0.09%"
"Nov 05, 2018","6.9257","6.8902","6.9309","6.8902","0.51%"
"Nov 02, 2018","6.8907","6.9108","6.9328","6.8689","-0.47%"
"Nov 01, 2018","6.9234","6.9685","6.9723","6.9216","-0.75%"
"Oct 31, 2018","6.9756","6.9680","6.9783","6.9638","0.12%"
"Oct 30, 2018","6.9672","6.9615","6.9720","6.9592","0.08%"
"Oct 29, 2018","6.9619","6.9402","6.9629","6.9401","0.26%"
"Oct 26, 2018","6.9435","6.9535","6.9652","6.9351","-0.08%"
"Oct 25, 2018","6.9489","6.9443","6.9527","6.9422","0.07%"
"Oct 24, 2018","6.9440","6.9405","6.9456","6.9369","0.08%"
"Oct 23, 2018","6.9383","6.9454","6.9455","6.9357","-0.13%"
"Oct 22, 2018","6.9474","6.9319","6.9478","6.9319","0.26%"
"Oct 19, 2018","6.9297","6.9402","6.9422","6.9267","-0.11%"
"Oct 18, 2018","6.9376","6.9349","6.9429","6.9340","0.15%"
"Oct 17, 2018","6.9275","6.9115","6.9298","6.9114","0.22%"
"Oct 16, 2018","6.9120","6.9153","6.9277","6.9071","-0.07%"
"Oct 15, 2018","6.9168","6.9232","6.9336","6.9164","-0.08%"
"Oct 12, 2018","6.9225","6.8914","6.9322","6.8914","0.47%"
"Oct 11, 2018","6.8899","6.9243","6.9350","6.8899","-0.50%"
"Oct 10, 2018","6.9242","6.9227","6.9258","6.9169","0.02%"
"Oct 09, 2018","6.9227","6.9300","6.9300","6.9082","-0.12%"
"Oct 08, 2018","6.9307","6.9040","6.9338","6.8947","0.90%"
"Oct 05, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 04, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 03, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 02, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 01, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Sep 28, 2018","6.8689","6.8872","6.8905","6.8678","-0.31%"
"Sep 27, 2018","6.8902","6.8788","6.8933","6.8700","0.17%"
"Sep 26, 2018","6.8786","6.8748","6.8803","6.8708","0.18%"
"Sep 25, 2018","6.8665","6.8608","6.8842","6.8605","0.14%"
"Sep 24, 2018","6.8571","6.8571","6.8571","6.8571","0.00%"
"Sep 21, 2018","6.8571","6.8357","6.8604","6.8337","0.15%"
"Sep 20, 2018","6.8468","6.8515","6.8583","6.8403","-0.02%"
"Sep 19, 2018","6.8483","6.8653","6.8676","6.8473","-0.19%"
"Sep 18, 2018","6.8616","6.8552","6.8807","6.8552","0.07%"
"Sep 17, 2018","6.8570","6.8695","6.8781","6.8558","-0.17%"
"Sep 14, 2018","6.8690","6.8447","6.8690","6.8447","0.35%"
"Sep 13, 2018","6.8448","6.8368","6.8541","6.8282","-0.23%"
"Sep 12, 2018","6.8606","6.8736","6.8826","6.8606","-0.18%"
"Sep 11, 2018","6.8730","6.8656","6.8791","6.8582","0.25%"
"Sep 10, 2018","6.8556","6.8479","6.8667","6.8479","0.17%"
"Sep 07, 2018","6.8438","6.8332","6.8498","6.8265","0.12%"
"Sep 06, 2018","6.8355","6.8298","6.8424","6.8239","0.07%"
"Sep 05, 2018","6.8305","6.8303","6.8469","6.8292","-0.20%"
"Sep 04, 2018","6.8442","6.8240","6.8453","6.8061","0.31%"
"Sep 03, 2018","6.8228","6.8434","6.8469","6.8174","-0.13%"
"Aug 31, 2018","6.8315","6.8472","6.8485","6.8230","-0.19%"
"Aug 30, 2018","6.8445","6.8216","6.8446","6.8216","0.34%"
"Aug 29, 2018","6.8213","6.8012","6.8299","6.8012","0.27%"
"Aug 28, 2018","6.8030","6.8134","6.8214","6.7984","-0.18%"
"Aug 27, 2018","6.8156","6.8168","6.8266","6.8064","0.13%"
"Aug 24, 2018","6.8070","6.8755","6.8947","6.8070","-1.03%"
"Aug 23, 2018","6.8777","6.8559","6.8799","6.8557","0.52%"
"Aug 22, 2018","6.8418","6.8388","6.8490","6.8388","-0.08%"
"Aug 21, 2018","6.8472","6.8382","6.8523","6.8338","-0.15%"
"Aug 20, 2018","6.8578","6.8625","6.8693","6.8467","-0.29%"
"Aug 17, 2018","6.8775","6.8687","6.8967","6.8687","-0.07%"
"Aug 16, 2018","6.8825","6.9227","6.9227","6.8816","-0.75%"
"Aug 15, 2018","6.9348","6.8921","6.9348","6.8877","0.74%"
"Aug 14, 2018","6.8842","6.8872","6.8972","6.8799","-0.10%"
"Aug 13, 2018","6.8913","6.8762","6.8914","6.8700","0.64%"
"Aug 10, 2018","6.8472","6.8360","6.8609","6.8308","0.38%"
"Aug 09, 2018","6.8210","6.8276","6.8381","6.8130","-0.22%"
"Aug 08, 2018","6.8357","6.8067","6.8414","6.8002","0.06%"
"Aug 07, 2018","6.8318","6.8510","6.8658","6.8223","-0.32%"
"Aug 06, 2018","6.8535","6.8276","6.8541","6.8010","0.30%"
"Aug 03, 2018","6.8332","6.8584","6.8949","6.8332","-0.14%"
"Aug 02, 2018","6.8428","6.8094","6.8514","6.8093","0.29%"
"Aug 01, 2018","6.8227","6.8294","6.8369","6.7957","0.15%"
"Jul 31, 2018","6.8127","6.8349","6.8450","6.8127","-0.03%"
"Jul 30, 2018","6.8150","6.8208","6.8437","6.8150","0.02%"
"Jul 27, 2018","6.8137","6.8080","6.8409","6.8018","0.31%"
"Jul 26, 2018","6.7927","6.7424","6.7958","6.7423","0.34%"
"Jul 25, 2018","6.7697","6.7951","6.8088","6.7573","-0.32%"
"Jul 24, 2018","6.7915","6.8145","6.8248","6.7914","-0.02%"
"Jul 23, 2018","6.7930","6.7535","6.7965","6.7404","0.33%"
"Jul 20, 2018","6.7709","6.7790","6.8155","6.7699","-0.06%"
"Jul 19, 2018","6.7751","6.7249","6.7881","6.7242","0.83%"
"Jul 18, 2018","6.7196","6.7065","6.7233","6.6986","0.20%"
"Jul 17, 2018","6.7065","6.6931","6.7081","6.6760","0.23%"
"Jul 16, 2018","6.6911","6.6919","6.7087","6.6751","-0.01%"
"Jul 13, 2018","6.6917","6.6578","6.7054","6.6525","0.36%"
"Jul 12, 2018","6.6677","6.7023","6.7063","6.6634","-0.20%"
"Jul 11, 2018","6.6812","6.6734","6.6832","6.6563","0.77%"
"Jul 10, 2018","6.6299","6.5983","6.6353","6.5983","0.21%"
"Jul 09, 2018","6.6161","6.6429","6.6444","6.6135","-0.41%"
"Jul 06, 2018","6.6436","6.6380","6.6685","6.6380","0.10%"
"Jul 05, 2018","6.6371","6.6299","6.6478","6.6299","0.07%"
"Jul 04, 2018","6.6325","6.6403","6.6403","6.6040","-0.15%"
"Jul 03, 2018","6.6425","6.7089","6.7225","6.6410","-0.38%"
"Jul 02, 2018","6.6680","6.6317","6.6681","6.6311","0.71%"
"Jun 29, 2018","6.6210","6.6305","6.6429","6.6085","-0.09%"
"Jun 28, 2018","6.6270","6.6181","6.6335","6.6090","0.34%"
"Jun 27, 2018","6.6047","6.5858","6.6200","6.5858","0.39%"
"Jun 26, 2018","6.5793","6.5373","6.5818","6.5369","0.60%"
"Jun 25, 2018","6.5400","6.5039","6.5474","6.5039","0.53%"
"Jun 22, 2018","6.5058","6.4947","6.5098","6.4947","0.19%"
"Jun 21, 2018","6.4932","6.4820","6.5094","6.4820","0.30%"
"Jun 20, 2018","6.4737","6.4654","6.4812","6.4654","-0.18%"
"Jun 19, 2018","6.4852","6.4428","6.4853","6.4428","0.71%"
"Jun 18, 2018","6.4394","6.4394","6.4394","6.4394","0.00%"
"Jun 15, 2018","6.4394","6.4195","6.4394","6.4131","0.59%"
"Jun 14, 2018","6.4017","6.3986","6.4048","6.3929","0.05%"
"Jun 13, 2018","6.3983","6.4134","6.4140","6.3968","-0.07%"
"Jun 12, 2018","6.4028","6.4111","6.4123","6.4023","0.02%"
"Jun 11, 2018","6.4017","6.4067","6.4101","6.4013","-0.08%"
"Jun 08, 2018","6.4066","6.4005","6.4149","6.4005","0.23%"
"Jun 07, 2018","6.3921","6.3899","6.3987","6.3898","0.06%"
"Jun 06, 2018","6.3884","6.4072","6.4072","6.3862","-0.28%"
"Jun 05, 2018","6.4061","6.4065","6.4145","6.4001","-0.06%"
"Jun 04, 2018","6.4100","6.4230","6.4279","6.4062","-0.16%"
"Jun 01, 2018","6.4204","6.4098","6.4217","6.4095","0.16%"
"May 31, 2018","6.4103","6.4174","6.4175","6.3995","-0.14%"
"May 30, 2018","6.4190","6.4207","6.4345","6.4161","0.02%"
"May 29, 2018","6.4176","6.4088","6.4230","6.4047","0.29%"
"May 28, 2018","6.3993","6.3892","6.4006","6.3887","0.12%"
"May 25, 2018","6.3918","6.3883","6.3929","6.3849","0.21%"
"May 24, 2018","6.3783","6.3896","6.3972","6.3773","-0.16%"
"May 23, 2018","6.3885","6.3695","6.3913","6.3695","0.33%"
"May 22, 2018","6.3675","6.3750","6.3793","6.3657","-0.25%"
"May 21, 2018","6.3835","6.3797","6.3947","6.3775","0.05%"
"May 18, 2018","6.3800","6.3730","6.3817","6.3691","0.20%"
"May 17, 2018","6.3671","6.3723","6.3723","6.3574","-0.07%"
"May 16, 2018","6.3715","6.3766","6.3804","6.3647","-0.10%"
"May 15, 2018","6.3777","6.3422","6.3804","6.3422","0.61%"
"May 14, 2018","6.3392","6.3338","6.3438","6.3338","0.08%"